provareffit.rfm 0.0000E+00 -3.000000 4.0000E+00 0.0000E+00 6.0000E+01 0.0000E+00 4.5000E+01 0.0000E+00 4.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 4.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 -2.2200E-08 
provareffitparameters.rfm 0.0000E+00 3.000000 1.2000E+02 0.0000E+00 1.0000E+02 0.0000E+00 1.0000E+01 0.0000E+00 -3.6944E-10 
provareffit.rfm 0.0000E+00 -3.000000 2.0000E+00 0.0000E+00 6.0000E+01 0.0000E+00 4.5000E+01 0.0000E+00 2.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 2.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 -8.9700E-08 
